Name, Price, Location, Image, Link
JASMINE TEA - CEAI pur de Iasomie,65 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/jasmine-tea-ceai-pur-de-iasomie-11556611.html
CEREALE INTEGRALE 3 sortimente,26 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/cereale-integrale-3-sortimente-11556581.html
FURSECURI EXTRA FINE 4 sortimente,72 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/fursecuri-extra-fine-4-sortimente-11556555.html
CAFE BUSTELO,59 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/cafe-bustelo-11556547.html
Vin roșu și alb,4 LEI, Sesuri| Bacau,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-rosu-si-alb-11040338.html
Vin de casa,7 LEI, Sebes| Alba,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-de-casa-3011311.html
Pastrav curcubeu,21 LEI, Oradea| Bihor,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/pastrav-curcubeu-11506958.html
Carne.pulpe de pui.Polonia,5.500 LEI, Brasov| Brasov,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/carnepulpe-de-puipolonia-11568964.html
Miei vi sau sacrificati(carcasa),25 LEI, Cluj-Napoca| Cluj,https://media1.lajumate.ro/media/i/cart/0/115/11529630_miei-vi-sau-sacrificaticarcasa_1.jpg,https://lajumate.ro/miei-vi-sau-sacrificaticarcasa-11529630.html
Cofetaria Cristal,50 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/4/115/11539744_cofetaria-cristal_1.jpg,https://lajumate.ro/cofetaria-cristal-11539744.html
Coniac de casa,35 LEI, Sebes| Alba,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/coniac-de-casa-818277.html
TRIDENT - Guma cu scorțișoară,12 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/trident-guma-de-mestecat-cu-scortisoara-11556429.html
Specialități ciocolată cu interior whiskey |cognac ...,89 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/specialitati-ciocolata-cu-interior-whiskey-si-cognac-11556215.html
Tuica de casă,25 LEI, Brasov| Brasov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-de-casa-11556157.html
Vin de casa|rosu|bio|an 2018|2019,6 LEI, Gherla| Cluj,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-de-casarosubioan-2017-9226365.html
Pachet cafea TCHIBO 500 gr import Germania|calitate.,15 LEI, Sibiu| Sibiu,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/pachet-cafea-tchibo-500-gr-import-germaniacalitate-10397912.html
Champagne Cuvee Dom Perignon Vintage 1982,1.700 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/champagne-cuvee-dom-perignon-vintage-1982-9238993.html
Vin vechi souvignion si burgund,7 LEI, Ploiesti| Prahova,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-vechi-souvignion-si-burgund-10910527.html
Granule POLY ETHYLENA PTR FOLIE|PUNGI|ETC,25 LEI, Adjud| Vrancea,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/granule-poly-ethylena-ptr-foliepungietc-10863595.html
Sampanie Moet & Chandon Brut Imperial 750 ml,135 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-moet-chandon-brut-imperial-750-ml-11049112.html
Whisky Single Malt Macallan Sienna - 700 ml,396 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/whisky-single-malt-macallan-sienna-700-ml-10362530.html
Cognac ( coniac ) Gautier XO Pinar Del Rio - 700 ml,400 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/cognac-coniac-gautier-xo-pinar-del-rio-700-ml-10362233.html
Whisky Lagavulin| 16 ani - 700ml,220 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/whisky-lagavulin-16-ani-700ml-10362014.html
Sampanie Moet & Chandon Ice Imperial 750 ml,179 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-moet-chandon-ice-imperial-750-ml-10361775.html
Sampanie Krug Grande Cuvee 375 ml,350 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-krug-grande-cuvee-375-ml-10361688.html
Lagavulin 16 yo double matured| editia 1987| 1 l - raritate!,700 EUR, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/lagavulin-16-yo-double-matured-editie-1987-1-l-raritate-9010770.html
Hennessy Richard Extra Cognac (coniac),11.000 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/hennessy-richard-extra-cognac-coniac-6994503.html
Sampanie Taittinger Brut Millesime 2009| 750 ml,199 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-taittinger-brut-millesime-2009-750-ml-6801757.html
Palinca de pere bran. 700 ml,150 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-de-pere-bran-700-ml-6801465.html
Palinca de Caise Bran| 700 ml,150 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-de-caise-bran-700-ml-6801371.html
Palinca de gutui bran| 700 ml,180 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-de-gutui-bran-700-ml-6801235.html
Palinca de prune bran ( plum brandy )| 70 cl,80 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-de-prune-bran-prun-brandy-70-cl-6800838.html
Sampanie Veuve Cliquot Brut Rose| 750 ml,170 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-veuve-cliquot-brut-rose-750-ml-6109863.html
Sampanie Moet & Chandon Brut| 1|5 L,299 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-moet-chandoon-brut-375-ml-4102548.html
Ceară de albine 100% naturală,25 LEI, Burila Mare| Mehedinti,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/ceara-de-albine-100-naturala-11379081.html
Sampanie Mumm Brut Rose| 750 ml,140 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-mumm-brut-rose-750-ml-4102544.html
Sampanie Ruinart| R de Ruinart Brut| 750 ml,250 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-ruinart-brut-750-ml-4102495.html
Sampanie Ruinart Brut Rose| 750 ml,280 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-ruinart-brut-rose-750-ml-4102474.html
Briose americane,15 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/2/115/11521732_briose-americane_1.jpg,https://lajumate.ro/briose-americane-11521732.html
Pastrav curcubeu,21 LEI, Oradea| Bihor,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/pastrav-curcubeu-11506958.html
Cofetaria Cristal,50 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/4/115/11539744_cofetaria-cristal_1.jpg,https://lajumate.ro/cofetaria-cristal-11539744.html
Carne.pulpe de pui.Polonia,5.500 LEI, Brasov| Brasov,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/carnepulpe-de-puipolonia-11568964.html
Sampanie Mumm Brut Milllesime 2002,199 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-mumm-brut-milllesime-2002-4102186.html
TUICA SI RACHIU,15 LEI, Husi| Vaslui,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-si-rachiu-11555219.html
Tequila Gran Patron Platinum| 750 ml,700 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tequila-gran-patron-platinum-750-ml-4096667.html
Tequila Gran Centenario Leyenda,1.300 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tequila-gran-centenario-leyenda-4095436.html
Sampanie Dom Perignon Rose Neon Vintage 2002| 750 ml,999 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-dom-perignon-rose-neon-vintage-2002-750-ml-4095240.html
Ouă de curte,1 LEU, Constanta| Constanta,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/oua-de-curte-11555155.html
Whisky Dimple 15 ani| 1 litru,149 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/whisky-dimple-15-ani-1-litru-4095040.html
Sampanie Gosset Grand Millesime 1999 ( Brut )| 750 ml,320 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-gosset-grand-millesime-1999-brut-750-ml-4094484.html
Sampanie cu foite de aur,130 LEI, Buzau| Buzau,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-cu-foite-de-aur-10045504.html
Sampanie Gosset Brut Grande Reserve Magnum| 1500 ml,399 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-gosset-brut-grande-reserve-magnum-1500-ml-4094405.html
Sampanie Gosset Brut Grande Reserve| 750 ml,175 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-gosset-brut-grande-reserve-750-ml-4094205.html
Sticla de Brandy de colectie,25 EUR, Bacau| Bacau,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sticla-de-brandy-de-colectie-11555064.html
Tuica de prune,10 LEI, Targu Jiu| Gorj,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-de-prune-7128872.html
Ulei de Floarea soarelui Bio High-oleic extravirgin,10 LEI, Lugoj| Timis,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/ulei-de-floarea-soarelui-bio-high-oleic-extravirgin-presat-l-11554844.html
Ulei de canepa| extravirgin,50 LEI, Pitesti| Arges,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/ulei-de-canepa-extravirgin-10190840.html
Vin natural,5 LEI, Gaesti| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-natural-11141560.html
Miere 100% naturală,25 LEI, Urziceni| Ialomita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/miere-100-naturala-10934458.html
Țuica/rachiu de mere,30 LEI, Malini| Suceava,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuicarachiu-de-mere-11148965.html
Tuica de pruna,12 LEI, Morteni| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-de-pruna-11448405.html
Vin si tuica productie proprie,6 LEI, Iasi| Iasi,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-si-tuica-productie-proprie-7015161.html
Ouă de prepeliță,0.30 LEI, Carei| Satu-Mare,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/oua-de-prepelita-9267480.html
Gogonele Murate,3.70 LEI, Targoviste| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/gogonele-murate-11497150.html
Tuica tescovina,12 LEI, Pietroasele| Buzau,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-tescovina-10722555.html
Vin de tara,8 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-de-tara-10967086.html
Vin Roșu,8 LEI, Brasov| Brasov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-rosu-10819899.html
Vin vrac| cantitati en-gros| Crama Nobless Vrancea,3.50 LEI, Paunesti| Vrancea,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-vrac-cantitati-en-gros-crama-nobless-vrancea-4405271.html
Vin rosu de casa,6 LEI, Curtea De Arges| Arges,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-rosu-de-casa-9974757.html
Tuica din struguri/vin din zona vrancea,15 LEI, Vrancea| Mehedinti,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-din-strugurivin-din-zona-vrancea-6921250.html
Carne.pulpe de pui.Polonia,5.500 LEI, Brasov| Brasov,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/carnepulpe-de-puipolonia-11568964.html
Briose americane,15 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/2/115/11521732_briose-americane_1.jpg,https://lajumate.ro/briose-americane-11521732.html
Miei vi sau sacrificati(carcasa),25 LEI, Cluj-Napoca| Cluj,https://media1.lajumate.ro/media/i/cart/0/115/11529630_miei-vi-sau-sacrificaticarcasa_1.jpg,https://lajumate.ro/miei-vi-sau-sacrificaticarcasa-11529630.html
Pastrav curcubeu,21 LEI, Oradea| Bihor,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/pastrav-curcubeu-11506958.html
Șampanie Veuve Clicquot,300 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-veuve-clicquot-9238501.html
Șampanie Moet Chandon,300 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-moet-chandon-9238475.html
Whisky Jack Daniel's cu picurător 1L,100 LEI, Drobeta Turnu Severin| Mehedinti,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/whisky-jack-daniels-cu-picurator-1l-10634853.html
Vin de calitate,6 LEI, Iasi| Iasi,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-de-calitate-11462076.html
Miere ieftina si buna,15 LEI, Bors| Bihor,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/miere-ieftina-si-buna-1040886.html
Șampanie Ruinart Brut,300 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-ruinart-brut-9238431.html
Samburi de nucă,30 LEI, Orastie| Hunedoara,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/samburi-de-nuca-9232290.html
Oua de gaina proaspete pt consum - cofrajul!,15 LEI, Susenii Bargaului| Bistrita-Nasaud,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/oua-de-gaina-proaspete-pt-consum-1419615.html
Palinca de prune sau pere,35 LEI, Pascani| Iasi,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-de-prune-sau-pere-11009708.html
Dulceata de ardei iute,15 LEI, Ploiesti| Prahova,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/dulceata-de-ardei-iute-6508976.html
Vin tamaioasa romaneasca rosu productie,6 LEI, Pitesti| Arges,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-tamiioa-romineasca-rosu-productie-11032822.html
Cătină bio și produse derivate,20 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/catina-bio-si-produse-derivate-10873555.html
Castraveti murati| varza murata| gogonele,1 LEU, Slobozia Moara| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/castraveti-murati-varza-murata-gogonele-8132320.html
Gogonele murate| castraveti murati| varza murata,1 LEU, Slobozia Moara| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/gogonele-murate-castraveti-murati-varza-murata-4170874.html
Varza murata| castraveti murati| gogonele,1 LEU, Slobozia Moara| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/varza-murata-castraveti-murati-gogonele-858479.html
Vin sauvignon blanc,4 LEI, Odobesti| Vrancea,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sauvignon-blanc-merlot-9192738.html
Tuica de piersica,30 LEI, Apahida| Cluj,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-de-piersica-5930817.html
500 de litri pălincă de prune,1 LEU, Buftea| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/500-de-litri-palinca-de-prune-11492026.html
Dulceata de visine,10 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/dulceata-de-visine-11033199.html
Dulceata naturala de trandafiri,10 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/dulceata-naturala-de-trandafiri-11119286.html
Rosii cherry,10 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/rosii-cherry-11113990.html
Dulceata de mure,10 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/dulceata-de-mure-11113986.html
Dulceata din fructe de soc,6 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/dulceata-din-fructe-de-soc-11033216.html
Coniac,40 LEI, Cluj-Napoca| Cluj,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/coniac-11553672.html
Pălincă de Maramureș 55grade,35 LEI, Botosani| Botosani,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-de-maramures-55grade-11031803.html
Tuica| produs bio,15 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-produs-bio-771892.html
Sifon,0.50 LEI, Oradea| Bihor,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sifon-4952350.html
Tuica de tescovina cu pruna,10 LEI, Buzau| Buzau,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-de-tescovina-cu-pruna-8868509.html
Carne.pulpe de pui.Polonia,5.500 LEI, Brasov| Brasov,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/carnepulpe-de-puipolonia-11568964.html
Miei vi sau sacrificati(carcasa),25 LEI, Cluj-Napoca| Cluj,https://media1.lajumate.ro/media/i/cart/0/115/11529630_miei-vi-sau-sacrificaticarcasa_1.jpg,https://lajumate.ro/miei-vi-sau-sacrificaticarcasa-11529630.html
Briose americane,15 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/2/115/11521732_briose-americane_1.jpg,https://lajumate.ro/briose-americane-11521732.html
Cofetaria Cristal,50 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/4/115/11539744_cofetaria-cristal_1.jpg,https://lajumate.ro/cofetaria-cristal-11539744.html
Afinata si Visinata,20 LEI, Buzau| Buzau,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/afinata-si-visinata-8868343.html
Vin rosu de Lechinta,10 LEI, Lechinta| Bistrita-Nasaud,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-rosu-de-lechinta-11053185.html
Oua de prepelita,8 LEI, Iasi| Iasi,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/oua-de-prepelita-539062.html
Sofran,4.500 EUR, Iasi| Iasi,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vand-sofran-194963.html
Visinata,25 LEI, Timisoara| Timis,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/visinata-11552747.html
Sampanie Palm d’Or Vintage 1997 | Champagne Brut,750 LEI, Huedin| Cluj,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-palm-dor-vintage-1997-champagne-brut-7139329.html
Cafea boabe,40 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/cafea-boabe-11552522.html
Țuică de prune din țara Oașului,25 LEI, Satu Mare| Satu-Mare,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-de-prune-din-tara-oasului-10457165.html
Vin de casa,7 LEI, Bistrita| Bistrita-Nasaud,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-de-casa-11551897.html
Sio for,20 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sio-for-11545335.html
Vin,10 LEI, Timisoara| Timis,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-10920699.html
Moet sigilat,125 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/moet-sigilat-11461182.html
Whisky johnnie Walker,120 LEI, Campina| Prahova,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/whisky-johnnie-walker-11268557.html
Sampanie moet,175 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-moet-9279638.html
Sampanie moet,220 LEI, Campina| Prahova,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/sampanie-moet-11184392.html
Tuica Zetea 70 cl,110 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-zetea-70-cl-9008212.html
Salata verde BIO,1 LEU, Umbraresti| Galati,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/salata-verde-bio-11551502.html
Miere floarea soarelui,10 LEI, Pietrari| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/miere-floarea-soarelui-10434878.html
Champagne,125 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/champagne-11026970.html
Miere poliflora si de salcam,25 LEI, Arad| Arad,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/miere-poliflora-si-de-salcam-11189657.html
Zmeura altoita,12 LEI, Suceava| Suceava,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/zmeura-altoita-5956465.html
Tuica,8 LEI, Hodarasti| Dambovita,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuica-11073947.html
Miere de albine,25 LEI, Targu Bujor| Galati,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/miere-de-albine-11446835.html
Vin rosu,4 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-rosu-9685879.html
Tuica/palinca 58°|70°,20 LEI, Bailesti| Dolj,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/tuicapalinca-62-8763485.html
Rachiu,30 LEI, Sibiu| Sibiu,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/rachiu-3496080.html
Vin din struguri,4 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-din-struguri-10652896.html
Catina ECO,10 LEI, Targu Neamt| Neamt,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/catina-6773635.html
Carne.pulpe de pui.Polonia,5.500 LEI, Brasov| Brasov,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/carnepulpe-de-puipolonia-11568964.html
Pastrav curcubeu,21 LEI, Oradea| Bihor,https://media2.lajumate.ro/media/i/cart/default/no_image_9.jpg,https://lajumate.ro/pastrav-curcubeu-11506958.html
Cofetaria Cristal,50 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/4/115/11539744_cofetaria-cristal_1.jpg,https://lajumate.ro/cofetaria-cristal-11539744.html
Briose americane,15 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/media/i/cart/2/115/11521732_briose-americane_1.jpg,https://lajumate.ro/briose-americane-11521732.html
Vin de Odobesti,3 LEI, Odobesti| Vrancea,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/vin-de-odobesti-2747797.html
Horinca curata de mere,15 LEI, Sighetu Marmatiei| Maramures,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/horinca-curata-de-mere-11492120.html
Bunatati din camara Zacusca| vinete coapte la borcan...,10 LEI, Beclean| Bistrita-Nasaud,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/bunatati-din-camara-zacusca-vinete-coapte-la-borcan-11087775.html
Palinca din mere și pere din Covasna,25 LEI, Bucuresti| Bucuresti-Ilfov,https://media1.lajumate.ro/svg/location_pointer_light_gray.svg,https://lajumate.ro/palinca-din-mere-si-pere-8718851.html
